Unnamed: 0,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Kategori
36,Fri Dec 15 04:02:57 +0000 2023,1.735510730852762e+18,"Dengan berbagai inisiatifnya dalam mengembangkan Jakarta, Anies telah menjadi contoh nyata bagi banyak orang",0.0,0,0.0,0.0,in,1698967732455366656,1.735510730852762e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510730852762049,Capres
37,Fri Dec 15 04:02:57 +0000 2023,1.735510730697511e+18,@kumparan @aniesbaswedan ordal anies profesional dan berintegritas,0.0,0,0.0,0.0,in,1636159842363768833,1.7351458618969254e+18,FierCollec6141,https://twitter.com/FierCollec6141/status/1735510730697510968,Capres
38,Fri Dec 15 04:02:55 +0000 2023,1.7355107238523745e+18,@Paltiwest @dee__1209 Anies Baswedan dan Muhaimin Iskandar dong .. Untuk Indonesia Lebih Baik,0.0,0,0.0,0.0,in,1610923700240650241,1.735146150712517e+18,tj_harianto,https://twitter.com/tj_harianto/status/1735510723852374145,Capres
39,Fri Dec 15 04:02:51 +0000 2023,1.735510708991992e+18,"Dalam debat, Ada banyak buah pemikiran Anies yang pada akhirnya memang benar-benar bermanfaat untuk pencerdasan warga negara. https://t.co/L5QX6Dlnnv",0.0,0,0.0,0.0,in,1698967732455366656,1.735510708991992e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510708991992091,Capres
40,Fri Dec 15 04:02:51 +0000 2023,1.73551070572465e+18,@saludosparatii @fullmoonfolks Udah rahasia umum lah. Ga usah ditutupi bagaimana Anies menikmati politik identitas ini. Dia betul-betul ambil Untung,0.0,0,0.0,0.0,in,314965741,1.7353243724943652e+18,Fahmy_TEGAL,https://twitter.com/Fahmy_TEGAL/status/1735510705724649868,Capres
41,Fri Dec 15 04:02:49 +0000 2023,1.7355107007331576e+18,"Anies Baswedan Dituding Capres Banyak Janji, Timnas AMIN: Janji Kita Terukur!  https://t.co/YvnQ6tiYgx",0.0,0,0.0,0.0,in,1592886017446793218,1.7355107007331576e+18,polhukamid_,https://twitter.com/polhukamid_/status/1735510700733157591,Capres
42,Fri Dec 15 04:02:45 +0000 2023,1.735510682215555e+18,Anies telah mendedikasikan dirinya untuk membangun Jakarta menjadi kota yang,,,,,,,,,,Capres
maju. https://t.co/4W1EL87zUr,0,0.0,0,0.0,in,1.698967732455367e+18,1.735510682215555e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510682215555366,,,,Capres
43,Fri Dec 15 04:02:41 +0000 2023,1.7355106657277916e+18,"@Raden_Mas_Budi @Heraloebss Hanya org² cerdas yg paham apa yg disampaikan pak anies.   Tapi klo otaknya cetek, males mikir, pasti penilaiannya njelimet 😄🤣",0.0,0,0.0,0.0,in,3329869879,1.7352895343368689e+18,SubhanDanil,https://twitter.com/SubhanDanil/status/1735510665727791513,Capres
44,Fri Dec 15 04:02:41 +0000 2023,1.7355106641549071e+18,Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/qzPIthUfzr,0.0,0,1.0,1.0,in,1648500391741632515,1.7355106616299318e+18,aryaawiigunaa,https://twitter.com/aryaawiigunaa/status/1735510664154907045,Capres
45,Fri Dec 15 04:02:40 +0000 2023,1.7355106616299318e+18,"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/68t7N26QZJ",0.0,1,1.0,1.0,in,1648500391741632515,1.7355106616299318e+18,aryaawiigunaa,https://twitter.com/aryaawiigunaa/status/1735510661629931741,Capres
46,Fri Dec 15 04:02:40 +0000 2023,1.73551066147054e+18,Anies telah,,,,,,,,,,Capres
membuktikan dirinya sebagai pemimpin yang berfokus pada mencari solusi bagi permasalahan,,,,,,,,,,,,,Capres
yang dihadapi oleh kota Jakarta. https://t.co/iCEMtZtMXc,0,0.0,0,0.0,in,1.698967732455367e+18,1.73551066147054e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510661470540157,,,,Capres
47,Fri Dec 15 04:02:40 +0000 2023,1.7355106603255565e+18,"@Tan_Mar3M BuzzerRp paslon no 2 sudah kehabisan akal &amp  narasi untuk serang ANIES, makanya pakai methode Fitnah recehan.",0.0,0,0.0,0.0,in,518191393,1.7355037803960325e+18,antaz345,https://twitter.com/antaz345/status/1735510660325556444,Capres
48,Fri Dec 15 04:02:32 +0000 2023,1.735510628427862e+18,"Anies membangun Jakarta yang lebih berkelanjutan, ramah lingkungan,dan memastikan bahwa pertumbuhan kota memberikan manfaat bagi seluruh warga. https://t.co/mqCglWHP1s",0.0,0,0.0,0.0,in,1698967732455366656,1.735510628427862e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510628427862052,Capres
49,Fri Dec 15 04:02:32 +0000 2023,1.735510625831502e+18,"@andre_rosiade Janji sdh tdk ditunaikan tdk nyapres selama masa @aniesbaswedan jabat Gub. DKI kalau sdh selesai ya selesailah janjinya (mission accomplished). Smp kpn pak Anies boleh nyapres kl tiap priode @prabowo kalah² terus &amp  nyapres² terus? Etika koyol, tau!",0.0,0,0.0,0.0,in,90842269,1.735204525517177e+18,t0d1_cool,https://twitter.com/t0d1_cool/status/1735510625831501990,Capres
50,Fri Dec 15 04:02:25 +0000 2023,1.735510596609868e+18,@geloraco Foodeatate gagal.. pesawat tempur rongsokan..hutang Kemenhan trilyunan adalah bentuk kebengisan pada 270 juta lebih rakyat Indonesia. Saya sarankan tim TKN tolong banyak² bercermin sebelum menyerang pak Anies. Akhlak kalian sudah pada benar ya.,0.0,0,0.0,0.0,in,1626070342132445185,1.7354736067744358e+18,UmmiYusniar,https://twitter.com/UmmiYusniar/status/1735510596609867946,Capres
51,Fri Dec 15 04:02:24 +0000 2023,1.7355105928098284e+18,"@yogi_bubu @masakanrasako ga bang aman, anies pernah tegor rijik suruh bayar denda kok waktu buat kerumunan pas covid itu buktinya!",0.0,0,0.0,0.0,in,1033361979501473795,1.7354907163135716e+18,rihan_ribi,https://twitter.com/rihan_ribi/status/1735510592809828404,Capres
52,Fri Dec 15 04:02:24 +0000 2023,1.7355105921806254e+18,"@do_adoo @qronoz Gw lagi gak bahas DKI. Setelah debat, jujur gw udah melunak sama Anies dan siap menerima kemungkinan dia jadi Presiden.  Gw ngomong gitu setelah baca ttg berita Kontrak Politik.   Anyway, seperti di twit awal gw, DKI ≠ Negara.",0.0,1,0.0,0.0,in,194930736,1.7352915156800064e+18,footycinephile,https://twitter.com/footycinephile/status/1735510592180625422,Capres
53,Fri Dec 15 04:02:17 +0000 2023,1.735510565060227e+18,@m_indra_kurnia @PrabuSantoso1 @sobat_anies @PartaiSocmed Iya. Tapi kok disurvey. Kok bisa unggul ya,0.0,0,0.0,0.0,in,1682584140821184515,1.7352861267081503e+18,riyanto442799,https://twitter.com/riyanto442799/status/1735510565060227189,Capres
54,Fri Dec 15 04:02:15 +0000 2023,1.7355105565248883e+18,"@ch_chotimah2 Buni yani mengatakan yang memotong video pidato Ahok adalah tim cybernya Prabowo. Jadi ketimbang Anies yg tak punya masa, maka yg lebih bertanggungjawab seharusnya Prabowo yg menggerakan kelompok brutal 212...",0.0,0,0.0,1.0,in,1333338628383068161,1.7352169628323515e+18,DylanBr03197352,https://twitter.com/DylanBr03197352/status/1735510556524888381,Capres
55,Fri Dec 15 04:02:14 +0000 2023,1.7355105528380746e+18,@Muhammad_Saewad La emang pengusung anies pkb nasdem oposisi?,0.0,0,0.0,0.0,in,1330887554929868800,1.7345754552385866e+18,Bobon589,https://twitter.com/Bobon589/status/1735510552838074680,Capres
56,Fri Dec 15 04:02:11 +0000 2023,1.7355105395337462e+18,@bukanbuzzerRp @PartaiSocmed buzzer anies yang follower ribuan juga klo tweet di bayar ya?,0.0,0,0.0,0.0,in,1709392924486823936,1.735215245139067e+18,pecandujudi,https://twitter.com/pecandujudi/status/1735510539533746261,Capres
57,Fri Dec 15 04:02:11 +0000 2023,1.7355105384348265e+18,Tidak Bicara Sesuai Fakta! Anies Dengan Lantang Sebut Lampung Tidak Mempunyai Alat Pemantau Polusi Udara   Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/phrHdZxWUT,0.0,0,1.0,1.0,in,1648498308527304712,1.735510535423337e+18,bagasangkas,https://twitter.com/bagasangkas/status/1735510538434826490,Capres
58,Fri Dec 15 04:02:10 +0000 2023,1.735510535423337e+18,"Prabowo Sindir Anies Baswedan: APBD Paling Besar, Tapi Kok Mas Anies Gagal Memimpin Jakarta!  Gacoan | Anies | gempa | Daesang | Pagii | BATTER UP 100M VIEWS | pilihan terbaik | #SUHOinAAA | #NightHasComeEp8 | #NCTDREAMxSALMASALSABIL https://t.co/Lbvw4f00d9",0.0,1,1.0,1.0,in,1648498308527304712,1.735510535423337e+18,bagasangkas,https://twitter.com/bagasangkas/status/1735510535423336919,Capres
59,Fri Dec 15 04:02:08 +0000 2023,1.7355105282216428e+18,"@chadlvn @ARSIPAJA Anies bagus sebenernya itu kuncinya sih ka. Yg belakang jg ga bisa ngapa2in, kecuali kalau aniesnya yg busuk baru bahaya. Kalau presiden skrg saya ga berani komen yg kasar, khawatir knp2.",0.0,0,0.0,0.0,in,1313013142851477504,1.7353047729815186e+18,beyoubeau,https://twitter.com/beyoubeau/status/1735510528221642864,Capres
60,Fri Dec 15 04:02:08 +0000 2023,1.7355105262293732e+18,@BosPurwa Gak layak jadi presiden' pantesan gak pernah menang ..... Dulu saya dukung karena hanya 2 pilihan.... Sekarang Anies paling layak dari semuanya,0.0,0,0.0,0.0,in,1177801937783099393,1.7348533746953546e+18,SoniS81984310,https://twitter.com/SoniS81984310/status/1735510526229373275,Capres
61,Fri Dec 15 04:02:01 +0000 2023,1.735510497984926e+18,"@TaufikRendusara Dulu sih 2 kali milih dia, sekarang sih udah makin yakin pilih Anies 👍👍 https://t.co/ZxMw7Z2mQI",0.0,0,0.0,1.0,in,58707978,1.7351867715232975e+18,arifienz,https://twitter.com/arifienz/status/1735510497984926073,Capres
62,Fri Dec 15 04:01:50 +0000 2023,1.7355104531392187e+18,"Anies Baswedan Dituding Capres Banyak Janji, Timnas AMIN: Janji Kita Terukur! https://t.co/4e00XR8bE6",0.0,0,0.0,0.0,in,1662344532627976192,1.7355104531392187e+18,geloradotnews,https://twitter.com/geloradotnews/status/1735510453139218607,Capres
63,Fri Dec 15 04:01:49 +0000 2023,1.7355104475145997e+18,"Anies Baswedan Dituding Capres Banyak Janji, Timnas AMIN: Janji Kita Terukur! https://t.co/xwyROT10Fn",0.0,0,0.0,0.0,in,1466815910518263808,1.7355104475145997e+18,idtodaycoid,https://twitter.com/idtodaycoid/status/1735510447514599609,Capres
64,Fri Dec 15 04:01:42 +0000 2023,1.7355104190565012e+18,Wkwkwk pendukung Anies kek gini,0.0,0,0.0,0.0,in,1370604191052263427,1.7355104190565012e+18,selow_mas,https://twitter.com/selow_mas/status/1735510419056501239,Capres
65,Fri Dec 15 04:01:40 +0000 2023,1.7355104109782756e+18,"@VIVAcoid Waktu debat perdana, Pak Anies menunjukkan sebagai politisi yang intelek dengan setelan jas dan peci",0.0,0,0.0,0.0,in,1698967732455366656,1.7348964672556242e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510410978275492,Capres
66,Fri Dec 15 04:01:39 +0000 2023,1.735510406096122e+18,@bungdree @tvOneNews @kikysaputrii @aniesbaswedan Yg disampaikan kiky malah bagus kok. Justru memuji anies,0.0,0,0.0,0.0,in,107559359,1.7350644461193997e+18,shafirgora,https://twitter.com/shafirgora/status/1735510406096121862,Capres
67,Fri Dec 15 04:01:37 +0000 2023,1.735510396285616e+18,"@VIVAcoid Terlihat dalam debat, Anies selalu memilikikemampuan merancang dan menerapkan solusi-solusi kreatif.",0.0,0,0.0,0.0,in,1698967732455366656,1.7348964672556242e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510396285616144,Capres
68,Fri Dec 15 04:01:34 +0000 2023,1.7355103853889132e+18,"@VIVAcoid Selama debat, Anies memiliki banyak solusi mengenai masalah ketimpangan yang terjadi di Indonesia.",0.0,0,0.0,0.0,in,1698967732455366656,1.7348964672556242e+18,wavetoraln,https://twitter.com/wavetoraln/status/1735510385388913059,Capres
